order_item_id,order_id,product_id,quantity,unit_price,discount_rate,net_price,tax_amount
607,252,46,3,220.18,0,220.18,41.83
608,253,9,2,354.68,0,354.68,67.39
609,253,19,2,97.08,0.1,87.37,16.6
610,253,16,1,259.09,0,259.09,49.23
611,254,41,3,235.54,0.15,200.21,38.04
612,254,4,1,265.52,0,265.52,50.45
613,254,25,2,172.85,0,172.85,32.84
614,255,36,3,280.29,0,280.29,53.26
615,256,12,2,117.6,0.15,99.96,18.99
616,257,5,2,69.32,0.1,62.39,11.85
617,258,4,2,265.52,0,265.52,50.45
618,258,9,2,354.68,0,354.68,67.39
619,258,29,1,146.18,0,146.18,27.77
620,259,10,2,181.09,0.15,153.93,29.25
621,260,5,2,69.32,0.15,58.92,11.19
622,261,47,1,92.8,0.05,88.16,16.75
623,261,25,3,172.85,0,172.85,32.84
624,261,50,3,40.62,0,40.62,7.72
625,262,36,3,280.29,0.15,238.25,45.27
626,262,6,3,41.49,0.1,37.34,7.09
627,263,34,1,127.87,0,127.87,24.3
628,263,25,1,172.85,0.15,146.92,27.91
629,263,31,3,289.26,0.15,245.87,46.72
630,264,31,1,289.26,0,289.26,54.96
631,264,19,1,97.08,0.05,92.23,17.52
632,264,35,2,215.43,0,215.43,40.93
633,265,19,1,97.08,0,97.08,18.45
634,265,6,3,41.49,0.1,37.34,7.09
635,265,1,1,29.81,0,29.81,5.66
636,265,8,3,27.12,0,27.12,5.15
637,266,10,1,181.09,0,181.09,34.41
638,267,10,3,181.09,0.05,172.04,32.69
639,268,17,1,10.87,0,10.87,2.07
640,268,50,2,40.62,0,40.62,7.72
641,269,16,1,259.09,0.1,233.18,44.3
642,270,24,2,132.3,0,132.3,25.14
643,270,16,3,259.09,0,259.09,49.23
644,270,11,2,201.72,0.1,181.55,34.49
645,270,32,1,336.95,0,336.95,64.02
646,271,26,2,222.88,0,222.88,42.35
647,272,1,2,29.81,0.05,28.32,5.38
648,272,25,3,172.85,0.1,155.56,29.56
649,272,34,1,127.87,0.05,121.48,23.08
650,272,39,1,161.3,0.05,153.24,29.12
651,273,48,2,262.16,0.05,249.05,47.32
652,273,19,1,97.08,0,97.08,18.45
653,274,34,3,127.87,0.1,115.08,21.87
654,275,15,3,153.33,0,153.33,29.13
655,275,1,2,29.81,0,29.81,5.66
656,275,26,3,222.88,0.15,189.45,36
657,276,6,1,41.49,0,41.49,7.88
658,276,15,1,153.33,0.1,138,26.22
659,276,24,2,132.3,0.1,119.07,22.62
660,277,5,2,69.32,0,69.32,13.17
661,277,4,1,265.52,0,265.52,50.45
662,277,22,2,98.04,0,98.04,18.63
663,278,15,1,153.33,0,153.33,29.13
664,279,37,1,216.96,0,216.96,41.22
665,280,35,2,215.43,0,215.43,40.93
666,280,23,2,302.23,0.05,287.12,54.55
667,280,28,1,118.13,0,118.13,22.44
668,281,40,1,142.97,0.1,128.67,24.45
669,281,17,2,10.87,0,10.87,2.07
670,281,40,2,142.97,0.05,135.82,25.81
671,281,7,3,41.99,0.05,39.89,7.58
672,282,10,1,181.09,0,181.09,34.41
673,282,39,3,161.3,0.05,153.24,29.12
674,282,12,2,117.6,0,117.6,22.34
675,283,11,1,201.72,0,201.72,38.33
676,283,7,1,41.99,0,41.99,7.98
677,284,48,1,262.16,0,262.16,49.81
678,284,10,1,181.09,0,181.09,34.41
679,284,19,2,97.08,0.1,87.37,16.6
680,284,31,1,289.26,0,289.26,54.96
681,285,6,1,41.49,0.05,39.42,7.49
682,285,50,1,40.62,0,40.62,7.72
683,285,11,2,201.72,0.1,181.55,34.49
684,286,21,1,59.07,0.1,53.16,10.1
685,286,10,1,181.09,0.05,172.04,32.69
686,286,20,2,50.72,0,50.72,9.64
687,286,50,1,40.62,0.15,34.53,6.56
688,287,50,1,40.62,0,40.62,7.72
689,287,41,1,235.54,0.15,200.21,38.04
690,288,22,1,98.04,0.05,93.14,17.7
691,288,47,2,92.8,0.15,78.88,14.99
692,288,5,3,69.32,0,69.32,13.17
693,288,12,3,117.6,0,117.6,22.34
694,289,23,2,302.23,0.1,272.01,51.68
695,289,42,2,175.78,0,175.78,33.4
696,289,18,3,124.81,0,124.81,23.71
697,290,23,2,302.23,0.05,287.12,54.55
698,290,3,3,256.22,0,256.22,48.68
699,290,25,3,172.85,0,172.85,32.84
700,290,27,2,135.04,0,135.04,25.66
701,291,37,1,216.96,0,216.96,41.22
702,291,30,1,126.86,0.05,120.52,22.9
703,292,36,3,280.29,0.15,238.25,45.27
704,293,6,2,41.49,0.1,37.34,7.09
705,293,5,1,69.32,0,69.32,13.17
706,294,4,3,265.52,0,265.52,50.45
707,294,8,2,27.12,0.1,24.41,4.64
708,295,26,3,222.88,0.05,211.74,40.23
709,296,27,3,135.04,0,135.04,25.66
710,297,33,3,112.87,0.15,95.94,18.23
711,298,8,1,27.12,0.15,23.05,4.38
712,298,7,3,41.99,0.05,39.89,7.58
713,298,34,1,127.87,0,127.87,24.3
714,298,44,1,24.71,0.05,23.47,4.46
715,299,6,1,41.49,0.1,37.34,7.09
716,299,19,2,97.08,0,97.08,18.45
717,299,43,1,36.94,0,36.94,7.02
718,299,41,1,235.54,0.05,223.76,42.51
719,300,6,2,41.49,0.05,39.42,7.49
720,300,37,2,216.96,0,216.96,41.22
721,300,21,1,59.07,0.15,50.21,9.54
722,300,4,3,265.52,0.15,225.69,42.88
723,301,1,2,29.81,0,29.81,5.66
724,301,29,3,146.18,0,146.18,27.77
725,301,31,3,289.26,0,289.26,54.96
726,302,34,3,127.87,0,127.87,24.3
727,302,42,3,175.78,0,175.78,33.4
728,303,13,3,274.37,0.05,260.65,49.52
729,303,45,1,13.78,0.15,11.71,2.22
730,304,28,1,118.13,0,118.13,22.44
731,304,22,3,98.04,0.15,83.33,15.83
732,304,44,3,24.71,0.1,22.24,4.23
733,305,24,3,132.3,0.05,125.69,23.88
734,305,19,3,97.08,0,97.08,18.45
735,306,36,3,280.29,0.1,252.26,47.93
736,306,38,1,298.74,0.15,253.93,48.25
737,306,40,2,142.97,0.1,128.67,24.45
738,306,29,1,146.18,0,146.18,27.77
739,307,39,2,161.3,0.1,145.17,27.58
740,307,29,1,146.18,0,146.18,27.77
741,308,44,3,24.71,0.05,23.47,4.46
742,308,38,3,298.74,0,298.74,56.76
743,308,1,3,29.81,0,29.81,5.66
744,309,26,1,222.88,0,222.88,42.35
745,309,8,1,27.12,0.05,25.76,4.89
746,309,43,2,36.94,0.05,35.09,6.67
747,309,16,2,259.09,0.15,220.23,41.84
748,310,36,1,280.29,0,280.29,53.26
749,310,40,1,142.97,0.15,121.52,23.09
750,310,5,3,69.32,0.1,62.39,11.85
751,311,25,2,172.85,0.1,155.56,29.56
752,311,40,3,142.97,0.05,135.82,25.81
753,311,32,3,336.95,0,336.95,64.02
754,311,24,3,132.3,0.15,112.46,21.37
755,312,45,1,13.78,0,13.78,2.62
756,312,41,1,235.54,0.05,223.76,42.51
757,312,28,2,118.13,0,118.13,22.44
758,313,14,2,63.95,0,63.95,12.15
759,313,8,2,27.12,0,27.12,5.15
760,314,13,1,274.37,0,274.37,52.13
761,314,9,3,354.68,0,354.68,67.39
762,314,15,1,153.33,0.1,138,26.22
763,315,40,3,142.97,0.1,128.67,24.45
764,315,49,2,56.04,0.1,50.44,9.58
765,315,14,3,63.95,0,63.95,12.15
766,316,16,2,259.09,0.05,246.14,46.77
767,316,6,1,41.49,0,41.49,7.88
768,316,33,1,112.87,0.15,95.94,18.23
769,317,22,2,98.04,0.1,88.24,16.77
770,317,33,3,112.87,0.1,101.58,19.3
771,318,45,1,13.78,0.05,13.09,2.49
772,318,13,1,274.37,0,274.37,52.13
773,319,37,1,216.96,0.15,184.42,35.04
774,319,7,2,41.99,0.05,39.89,7.58
775,319,8,1,27.12,0,27.12,5.15
776,319,37,1,216.96,0.1,195.26,37.1
777,320,27,2,135.04,0.05,128.29,24.38
778,320,1,1,29.81,0,29.81,5.66
779,321,1,3,29.81,0.15,25.34,4.81
780,321,41,2,235.54,0.15,200.21,38.04
781,321,3,1,256.22,0,256.22,48.68
782,322,6,1,41.49,0.05,39.42,7.49
783,322,29,2,146.18,0.1,131.56,25
784,322,17,1,10.87,0.1,9.78,1.86
785,323,50,2,40.62,0.1,36.56,6.95
786,323,11,1,201.72,0,201.72,38.33
787,323,7,1,41.99,0,41.99,7.98
788,324,20,1,50.72,0,50.72,9.64
789,324,15,2,153.33,0.1,138,26.22
790,324,5,1,69.32,0.15,58.92,11.19
791,325,26,1,222.88,0,222.88,42.35
792,325,42,1,175.78,0.1,158.2,30.06
793,325,48,1,262.16,0.1,235.94,44.83
794,326,49,1,56.04,0,56.04,10.65
795,326,43,2,36.94,0.05,35.09,6.67
796,326,41,1,235.54,0.15,200.21,38.04
797,327,20,1,50.72,0.15,43.11,8.19
798,327,34,2,127.87,0,127.87,24.3
799,327,12,3,117.6,0.05,111.72,21.23
800,327,33,2,112.87,0.05,107.23,20.37
801,328,46,1,220.18,0.05,209.17,39.74
802,328,23,3,302.23,0.1,272.01,51.68
803,328,12,1,117.6,0,117.6,22.34
804,329,49,3,56.04,0.15,47.63,9.05
805,329,21,2,59.07,0.05,56.12,10.66
806,330,15,3,153.33,0.1,138,26.22
807,330,42,1,175.78,0.1,158.2,30.06
808,330,4,3,265.52,0,265.52,50.45
809,330,27,1,135.04,0,135.04,25.66
810,331,43,1,36.94,0.1,33.25,6.32
811,331,43,3,36.94,0,36.94,7.02
812,331,7,1,41.99,0.15,35.69,6.78
813,331,42,2,175.78,0.05,166.99,31.73
814,332,2,2,121.9,0.1,109.71,20.84
815,332,46,2,220.18,0,220.18,41.83
816,332,3,1,256.22,0,256.22,48.68
817,333,5,2,69.32,0,69.32,13.17
818,333,9,3,354.68,0,354.68,67.39
819,333,20,1,50.72,0.05,48.18,9.15
820,333,28,3,118.13,0,118.13,22.44
821,334,23,2,302.23,0,302.23,57.42
822,335,5,3,69.32,0,69.32,13.17
823,336,28,3,118.13,0.1,106.32,20.2
824,336,3,3,256.22,0.1,230.6,43.81
825,336,38,3,298.74,0,298.74,56.76
826,337,1,1,29.81,0,29.81,5.66
827,338,1,3,29.81,0,29.81,5.66
828,338,3,1,256.22,0,256.22,48.68
829,339,30,1,126.86,0.15,107.83,20.49
830,339,10,3,181.09,0,181.09,34.41
831,339,8,1,27.12,0,27.12,5.15
832,340,20,3,50.72,0.1,45.65,8.67
833,340,41,1,235.54,0,235.54,44.75
834,341,19,2,97.08,0.05,92.23,17.52
835,341,14,2,63.95,0,63.95,12.15
836,342,15,2,153.33,0.1,138,26.22
837,343,1,3,29.81,0.05,28.32,5.38
838,344,3,3,256.22,0,256.22,48.68
839,345,34,2,127.87,0,127.87,24.3
840,345,32,2,336.95,0,336.95,64.02
841,345,29,2,146.18,0.1,131.56,25
842,345,25,1,172.85,0.15,146.92,27.91
843,346,45,3,13.78,0,13.78,2.62
844,346,46,2,220.18,0,220.18,41.83
845,346,35,3,215.43,0,215.43,40.93
846,346,43,3,36.94,0,36.94,7.02
847,347,24,1,132.3,0.05,125.69,23.88
848,347,13,1,274.37,0,274.37,52.13
849,347,32,1,336.95,0,336.95,64.02
850,348,37,3,216.96,0,216.96,41.22
851,348,48,2,262.16,0.05,249.05,47.32
852,349,11,3,201.72,0,201.72,38.33
853,350,44,1,24.71,0.1,22.24,4.23
854,350,14,3,63.95,0,63.95,12.15
855,350,34,2,127.87,0.1,115.08,21.87
856,350,34,2,127.87,0,127.87,24.3
857,351,6,2,41.49,0,41.49,7.88
858,351,19,3,97.08,0.15,82.52,15.68
859,351,8,1,27.12,0,27.12,5.15
860,352,19,2,97.08,0,97.08,18.45
861,352,28,3,118.13,0.05,112.22,21.32
862,353,2,3,121.9,0,121.9,23.16
863,353,3,3,256.22,0.05,243.41,46.25
864,353,7,1,41.99,0.05,39.89,7.58
865,354,37,1,216.96,0.1,195.26,37.1
866,354,23,3,302.23,0,302.23,57.42
867,354,20,3,50.72,0,50.72,9.64
868,355,50,3,40.62,0.05,38.59,7.33
869,355,28,2,118.13,0.15,100.41,19.08
870,356,37,1,216.96,0.05,206.11,39.16
871,356,39,2,161.3,0,161.3,30.65
872,356,34,2,127.87,0,127.87,24.3
873,357,10,3,181.09,0.05,172.04,32.69
874,357,22,3,98.04,0,98.04,18.63
875,357,17,1,10.87,0,10.87,2.07
876,357,26,2,222.88,0.15,189.45,36
877,358,33,2,112.87,0.05,107.23,20.37
878,359,13,3,274.37,0.15,233.21,44.31
879,360,43,1,36.94,0,36.94,7.02
880,360,40,2,142.97,0,142.97,27.16
881,361,35,3,215.43,0,215.43,40.93
882,361,42,1,175.78,0.05,166.99,31.73
883,361,19,1,97.08,0,97.08,18.45
884,361,8,1,27.12,0.1,24.41,4.64
885,362,31,1,289.26,0.15,245.87,46.72
886,362,44,3,24.71,0,24.71,4.69
887,363,24,2,132.3,0.05,125.69,23.88
888,364,13,2,274.37,0.05,260.65,49.52
889,364,27,1,135.04,0.15,114.78,21.81
890,364,8,2,27.12,0,27.12,5.15
891,365,8,3,27.12,0.05,25.76,4.89
892,365,13,3,274.37,0.15,233.21,44.31
893,365,21,2,59.07,0,59.07,11.22
894,366,12,1,117.6,0.05,111.72,21.23
895,367,3,3,256.22,0,256.22,48.68
896,367,5,1,69.32,0.15,58.92,11.19
897,367,3,1,256.22,0.15,217.79,41.38
898,367,47,3,92.8,0.15,78.88,14.99
899,368,3,2,256.22,0,256.22,48.68
900,368,36,2,280.29,0.15,238.25,45.27
901,369,30,3,126.86,0,126.86,24.1
902,370,26,1,222.88,0.1,200.59,38.11
903,370,43,1,36.94,0.1,33.25,6.32
904,370,22,2,98.04,0,98.04,18.63
905,370,21,1,59.07,0.1,53.16,10.1
906,371,39,3,161.3,0.15,137.11,26.05
907,371,22,1,98.04,0,98.04,18.63
908,371,12,1,117.6,0,117.6,22.34
909,372,40,3,142.97,0,142.97,27.16
910,372,14,2,63.95,0.05,60.75,11.54
911,373,26,3,222.88,0.1,200.59,38.11
912,373,45,2,13.78,0,13.78,2.62
913,373,29,3,146.18,0.1,131.56,25
914,373,19,3,97.08,0,97.08,18.45
915,374,16,1,259.09,0.15,220.23,41.84
916,375,32,2,336.95,0.05,320.1,60.82
917,375,20,3,50.72,0,50.72,9.64
918,376,29,1,146.18,0,146.18,27.77
919,377,40,2,142.97,0.15,121.52,23.09
920,377,6,2,41.49,0.05,39.42,7.49
921,377,44,2,24.71,0.15,21,3.99
922,377,39,1,161.3,0,161.3,30.65
923,378,34,3,127.87,0,127.87,24.3
924,378,16,2,259.09,0.15,220.23,41.84
925,378,45,1,13.78,0,13.78,2.62
926,378,7,1,41.99,0.05,39.89,7.58
927,379,32,3,336.95,0.1,303.25,57.62
928,379,48,2,262.16,0.15,222.84,42.34
929,379,3,3,256.22,0.15,217.79,41.38
930,380,10,3,181.09,0.1,162.98,30.97
931,380,16,1,259.09,0.15,220.23,41.84
932,381,33,2,112.87,0,112.87,21.45
933,381,12,3,117.6,0.1,105.84,20.11
934,381,27,3,135.04,0.1,121.54,23.09
935,381,38,1,298.74,0.15,253.93,48.25
936,382,49,1,56.04,0.05,53.24,10.12
937,383,34,2,127.87,0.1,115.08,21.87
938,384,2,2,121.9,0.1,109.71,20.84
939,385,42,1,175.78,0,175.78,33.4
940,385,18,1,124.81,0,124.81,23.71
941,385,32,2,336.95,0.1,303.25,57.62
942,386,17,2,10.87,0.15,9.24,1.76
943,386,9,3,354.68,0.1,319.21,60.65
944,386,24,3,132.3,0.05,125.69,23.88
945,387,41,3,235.54,0,235.54,44.75
946,387,30,2,126.86,0,126.86,24.1
947,388,46,1,220.18,0,220.18,41.83
948,388,46,1,220.18,0.1,198.16,37.65
949,388,11,3,201.72,0,201.72,38.33
950,388,14,3,63.95,0.1,57.56,10.94
951,389,47,3,92.8,0,92.8,17.63
952,389,50,3,40.62,0,40.62,7.72
953,389,5,3,69.32,0,69.32,13.17
954,389,39,3,161.3,0.1,145.17,27.58
955,390,49,2,56.04,0,56.04,10.65
956,390,45,1,13.78,0,13.78,2.62
957,391,15,2,153.33,0.15,130.33,24.76
958,391,16,2,259.09,0.05,246.14,46.77
959,392,15,2,153.33,0,153.33,29.13
960,393,31,3,289.26,0.05,274.8,52.21
961,393,32,1,336.95,0,336.95,64.02
962,393,44,2,24.71,0,24.71,4.69
963,394,21,1,59.07,0.15,50.21,9.54
964,394,12,3,117.6,0.05,111.72,21.23
965,394,2,2,121.9,0,121.9,23.16
966,395,14,1,63.95,0.15,54.36,10.33
967,395,30,2,126.86,0,126.86,24.1
968,395,29,2,146.18,0.15,124.25,23.61
969,395,8,2,27.12,0,27.12,5.15
970,396,40,1,142.97,0.05,135.82,25.81
971,396,31,1,289.26,0.1,260.33,49.46
972,396,17,3,10.87,0.05,10.33,1.96
973,396,25,1,172.85,0,172.85,32.84
974,397,25,1,172.85,0.15,146.92,27.91
975,398,49,2,56.04,0,56.04,10.65
976,398,23,3,302.23,0.15,256.9,48.81
977,398,14,3,63.95,0.05,60.75,11.54
978,399,36,3,280.29,0,280.29,53.26
979,400,38,2,298.74,0.05,283.8,53.92
980,400,50,1,40.62,0,40.62,7.72
981,401,44,1,24.71,0,24.71,4.69
982,401,15,2,153.33,0.15,130.33,24.76
983,402,40,1,142.97,0.1,128.67,24.45
984,402,45,2,13.78,0.05,13.09,2.49
985,402,22,1,98.04,0.15,83.33,15.83
986,403,23,2,302.23,0.15,256.9,48.81
987,404,4,2,265.52,0,265.52,50.45
988,405,5,2,69.32,0.15,58.92,11.19
989,405,50,3,40.62,0,40.62,7.72
990,406,43,2,36.94,0.1,33.25,6.32
991,407,25,1,172.85,0,172.85,32.84
992,408,9,3,354.68,0.15,301.48,57.28
993,409,43,1,36.94,0.05,35.09,6.67
994,409,23,1,302.23,0,302.23,57.42
995,410,30,1,126.86,0,126.86,24.1
996,410,29,2,146.18,0.1,131.56,25
997,411,8,3,27.12,0,27.12,5.15
998,411,28,1,118.13,0,118.13,22.44
999,411,45,3,13.78,0.05,13.09,2.49
1000,412,31,2,289.26,0.1,260.33,49.46
1001,412,14,1,63.95,0,63.95,12.15
1002,412,44,1,24.71,0.1,22.24,4.23
1003,412,32,3,336.95,0.1,303.25,57.62
1004,413,23,1,302.23,0.1,272.01,51.68
1005,413,28,1,118.13,0,118.13,22.44
1006,413,16,1,259.09,0.05,246.14,46.77
1007,413,12,2,117.6,0.1,105.84,20.11
1008,414,15,1,153.33,0,153.33,29.13
1009,414,12,1,117.6,0,117.6,22.34
1010,415,17,1,10.87,0,10.87,2.07
1011,415,48,1,262.16,0,262.16,49.81
1012,416,23,1,302.23,0.15,256.9,48.81
1013,417,14,1,63.95,0.1,57.56,10.94
1014,417,17,2,10.87,0,10.87,2.07
1015,417,19,2,97.08,0,97.08,18.45
1016,417,33,2,112.87,0,112.87,21.45
1017,418,46,3,220.18,0,220.18,41.83
1018,418,35,3,215.43,0,215.43,40.93
1019,419,28,3,118.13,0,118.13,22.44
1020,419,23,3,302.23,0,302.23,57.42
1021,419,4,2,265.52,0.05,252.24,47.93
1022,420,38,2,298.74,0.05,283.8,53.92
1023,420,7,2,41.99,0,41.99,7.98
1024,420,48,2,262.16,0,262.16,49.81
1025,420,7,1,41.99,0.1,37.79,7.18
1026,421,42,2,175.78,0,175.78,33.4
1027,421,45,2,13.78,0.1,12.4,2.36
1028,421,50,2,40.62,0,40.62,7.72
1029,421,16,2,259.09,0.1,233.18,44.3
1030,422,18,1,124.81,0,124.81,23.71
1031,422,2,2,121.9,0,121.9,23.16
1032,423,30,2,126.86,0,126.86,24.1
1033,424,10,2,181.09,0.15,153.93,29.25
1034,424,48,3,262.16,0,262.16,49.81
1035,424,43,1,36.94,0,36.94,7.02
1036,424,50,2,40.62,0.15,34.53,6.56
1037,425,23,3,302.23,0.1,272.01,51.68
1038,425,35,3,215.43,0.05,204.66,38.89
1039,426,16,2,259.09,0.15,220.23,41.84
1040,426,40,1,142.97,0.05,135.82,25.81
1041,426,39,3,161.3,0,161.3,30.65
1042,426,6,1,41.49,0,41.49,7.88
1043,427,27,1,135.04,0.1,121.54,23.09
1044,428,22,2,98.04,0.05,93.14,17.7
1045,428,24,3,132.3,0,132.3,25.14
1046,428,7,1,41.99,0.1,37.79,7.18
1047,429,38,2,298.74,0,298.74,56.76
1048,429,32,1,336.95,0,336.95,64.02
1049,429,45,1,13.78,0.1,12.4,2.36
1050,430,13,2,274.37,0.1,246.93,46.92
1051,431,32,1,336.95,0.15,286.41,54.42
1052,431,21,2,59.07,0.1,53.16,10.1
1053,431,24,1,132.3,0.05,125.69,23.88
1054,431,18,1,124.81,0,124.81,23.71
1055,432,23,2,302.23,0.05,287.12,54.55
1056,432,22,3,98.04,0,98.04,18.63
1057,432,4,3,265.52,0,265.52,50.45
1058,432,34,3,127.87,0.15,108.69,20.65
1059,433,2,1,121.9,0.15,103.62,19.69
1060,433,24,1,132.3,0,132.3,25.14
1061,433,17,1,10.87,0.05,10.33,1.96
1062,433,45,3,13.78,0,13.78,2.62
1063,434,12,3,117.6,0,117.6,22.34
1064,435,1,2,29.81,0.05,28.32,5.38
1065,435,27,3,135.04,0,135.04,25.66
1066,435,48,3,262.16,0.05,249.05,47.32
1067,435,24,3,132.3,0,132.3,25.14
1068,436,30,2,126.86,0,126.86,24.1
1069,437,45,2,13.78,0.1,12.4,2.36
1070,437,32,3,336.95,0,336.95,64.02
1071,437,1,3,29.81,0,29.81,5.66
1072,438,20,1,50.72,0.05,48.18,9.15
1073,438,17,3,10.87,0.15,9.24,1.76
1074,438,17,2,10.87,0.15,9.24,1.76
1075,438,4,1,265.52,0,265.52,50.45
1076,439,50,1,40.62,0,40.62,7.72
1077,439,48,2,262.16,0.05,249.05,47.32
1078,440,42,2,175.78,0,175.78,33.4
1079,440,5,1,69.32,0.15,58.92,11.19
1080,441,40,1,142.97,0.1,128.67,24.45
1081,441,31,2,289.26,0,289.26,54.96
1082,441,41,3,235.54,0,235.54,44.75
1083,442,44,2,24.71,0.05,23.47,4.46
1084,442,34,1,127.87,0.05,121.48,23.08
1085,443,44,3,24.71,0.1,22.24,4.23
1086,444,47,1,92.8,0,92.8,17.63
1087,444,5,1,69.32,0,69.32,13.17
1088,445,6,2,41.49,0.15,35.27,6.7
1089,446,14,3,63.95,0.1,57.56,10.94
1090,446,40,2,142.97,0,142.97,27.16
1091,446,17,3,10.87,0,10.87,2.07
1092,447,1,2,29.81,0.1,26.83,5.1
1093,447,45,2,13.78,0,13.78,2.62
1094,447,36,1,280.29,0.1,252.26,47.93
1095,447,7,3,41.99,0.1,37.79,7.18
1096,448,15,1,153.33,0,153.33,29.13
1097,448,48,1,262.16,0,262.16,49.81
1098,449,41,2,235.54,0,235.54,44.75
1099,449,26,2,222.88,0,222.88,42.35
1100,449,17,1,10.87,0.1,9.78,1.86
1101,450,13,1,274.37,0,274.37,52.13
1102,451,47,1,92.8,0.15,78.88,14.99
1103,451,4,2,265.52,0,265.52,50.45
1104,451,36,2,280.29,0.05,266.28,50.59
1105,451,10,3,181.09,0.15,153.93,29.25
1106,452,10,3,181.09,0.05,172.04,32.69
1107,453,48,3,262.16,0,262.16,49.81
1108,453,14,1,63.95,0.15,54.36,10.33
1109,454,3,3,256.22,0,256.22,48.68
1110,454,22,2,98.04,0.1,88.24,16.77
1111,455,41,1,235.54,0,235.54,44.75
1112,455,33,3,112.87,0,112.87,21.45
1113,456,38,2,298.74,0.15,253.93,48.25
1114,456,24,1,132.3,0.05,125.69,23.88
1115,456,35,2,215.43,0,215.43,40.93
1116,456,19,3,97.08,0.05,92.23,17.52
1117,457,13,2,274.37,0,274.37,52.13
1118,458,43,2,36.94,0.05,35.09,6.67
1119,458,12,3,117.6,0,117.6,22.34
1120,458,11,1,201.72,0,201.72,38.33
1121,459,3,3,256.22,0,256.22,48.68
1122,459,20,2,50.72,0,50.72,9.64
1123,459,28,2,118.13,0.05,112.22,21.32
1124,460,32,2,336.95,0.1,303.25,57.62
1125,460,27,2,135.04,0,135.04,25.66
1126,460,21,3,59.07,0.15,50.21,9.54
1127,461,21,1,59.07,0.15,50.21,9.54
1128,461,46,1,220.18,0.1,198.16,37.65
1129,461,18,2,124.81,0,124.81,23.71
1130,461,31,3,289.26,0.05,274.8,52.21
1131,462,23,3,302.23,0.15,256.9,48.81
1132,462,31,3,289.26,0,289.26,54.96
1133,462,47,2,92.8,0,92.8,17.63
1134,462,29,3,146.18,0,146.18,27.77
1135,463,38,3,298.74,0,298.74,56.76
1136,463,23,2,302.23,0,302.23,57.42
1137,463,29,3,146.18,0,146.18,27.77
1138,463,15,1,153.33,0.1,138,26.22
1139,464,14,1,63.95,0.15,54.36,10.33
1140,464,50,1,40.62,0,40.62,7.72
1141,464,26,1,222.88,0.05,211.74,40.23
1142,464,8,2,27.12,0.1,24.41,4.64
1143,465,38,2,298.74,0,298.74,56.76
1144,465,37,1,216.96,0.15,184.42,35.04
1145,465,48,2,262.16,0.05,249.05,47.32
1146,465,48,2,262.16,0.1,235.94,44.83
1147,466,46,3,220.18,0,220.18,41.83
1148,467,21,3,59.07,0.15,50.21,9.54
1149,468,5,1,69.32,0.15,58.92,11.19
1150,469,3,1,256.22,0.05,243.41,46.25
1151,469,48,1,262.16,0.1,235.94,44.83
1152,470,27,2,135.04,0,135.04,25.66
1153,470,8,2,27.12,0.05,25.76,4.89
1154,470,37,2,216.96,0,216.96,41.22
1155,471,43,2,36.94,0,36.94,7.02
1156,471,4,1,265.52,0,265.52,50.45
1157,471,37,2,216.96,0.05,206.11,39.16
1158,472,43,3,36.94,0.05,35.09,6.67
1159,472,17,2,10.87,0,10.87,2.07
1160,472,8,2,27.12,0,27.12,5.15
1161,472,45,1,13.78,0,13.78,2.62
1162,473,27,2,135.04,0,135.04,25.66
1163,473,17,3,10.87,0,10.87,2.07
1164,473,16,2,259.09,0.15,220.23,41.84
1165,474,15,1,153.33,0,153.33,29.13
1166,474,47,3,92.8,0.1,83.52,15.87
1167,474,47,1,92.8,0.1,83.52,15.87
1168,474,48,1,262.16,0.1,235.94,44.83
1169,475,6,3,41.49,0.05,39.42,7.49
1170,475,2,1,121.9,0,121.9,23.16
1171,475,6,1,41.49,0,41.49,7.88
1172,475,46,3,220.18,0,220.18,41.83
1173,476,43,1,36.94,0,36.94,7.02
1174,476,27,1,135.04,0.15,114.78,21.81
1175,476,36,3,280.29,0,280.29,53.26
1176,476,32,2,336.95,0,336.95,64.02
1177,477,28,3,118.13,0.05,112.22,21.32
1178,477,9,2,354.68,0,354.68,67.39
1179,478,42,3,175.78,0,175.78,33.4
1180,479,38,1,298.74,0.05,283.8,53.92
1181,480,19,2,97.08,0.1,87.37,16.6
1182,480,50,2,40.62,0.05,38.59,7.33
1183,480,47,3,92.8,0,92.8,17.63
1184,480,2,3,121.9,0.1,109.71,20.84
1185,481,8,3,27.12,0,27.12,5.15
1186,481,15,2,153.33,0,153.33,29.13
1187,481,26,2,222.88,0.1,200.59,38.11
1188,481,12,3,117.6,0,117.6,22.34
1189,482,27,1,135.04,0,135.04,25.66
1190,482,9,3,354.68,0.05,336.95,64.02
1191,482,39,3,161.3,0,161.3,30.65
1192,483,10,2,181.09,0.1,162.98,30.97
1193,484,37,3,216.96,0,216.96,41.22
1194,485,22,2,98.04,0,98.04,18.63
1195,485,39,3,161.3,0,161.3,30.65
1196,485,27,2,135.04,0,135.04,25.66
1197,486,3,3,256.22,0,256.22,48.68
1198,486,28,1,118.13,0.15,100.41,19.08
1199,486,17,2,10.87,0.15,9.24,1.76
1200,487,21,1,59.07,0.15,50.21,9.54
1201,488,25,2,172.85,0.1,155.56,29.56
1202,488,20,1,50.72,0.1,45.65,8.67
1203,488,49,3,56.04,0,56.04,10.65
1204,488,49,2,56.04,0.15,47.63,9.05
